sender,receiver,date,subject,Body,urls,llm-generated,phishing
,,,,"Dear Matthew , We hope you're doing well. We're reaching out to let you know that you have a new notification waiting for you on your social media account. To see the notification and stay connected with your friends and followers, click [here](https://social-media-notification-link10.com). Your consistent interaction with our platform is truly appreciated, Matthew. We're glad to have you as part of our community! Should you have any questions or concerns, please feel free to contact our support team. Warm regards, Erica Miller Social Media Coordinator",,1,0
Email Notification<jardimdoserido@v2net.com.br>,jose@monkey.org,2022-11-17 5:55:24,Unexpected sign-in attempt on jose@monkey.org,This is a copy of a security alert sent to jose@monkey.org; e-VerifyVerify Your Account jose@monkey.org;Our system detected some unusual activities in your account. As part of our security measures please log in to your account and verify your account now. Verify AccountThis is a security measure intended to protect and secure your account.Email Account Server {C} 2022monkey.org,1,0,1
"""DHL Express"" <defi13@seznam.cz>",jose@monkey.org,2022-08-26 1:19:56,Your parcel was delayed in delivery due to an address error,"Immediate action is needed to resolve the issue Due to an inability to locate your address, we were unable to deliver your item today Update your address via the gateway attached Thank you for your attention and action in this matter. The content of this message is protected by copyright and trademark laws under U.S. and international law.",0,0,1
,,,,"Dear David Johnson, I hope this email finds you well. My name is Sarah Thompson, a financial consultant at Wealth Managers Corp. I'm reaching out to provide you with an important financial update that requires your immediate attention. We have identified a unique financial opportunity that aligns perfectly with your investment goals and risk appetite. By participating in this program, you'll position yourself for significant financial growth and secure your future. To access this time-sensitive opportunity, please visit our secure platform: https://financial-update-link.com Rest assured, the confidentiality and security of your personal information are of utmost importance to us. If you have any questions or need assistance, please don't hesitate to contact me directly at sarah.thompson@wealthmanagers.com. Don't let this opportunity slip away, David. Take control of your financial destiny and unlock the doors to a prosperous future. Best regards, Sarah Thompson Financial Consultant Wealth Managers Corp.",,1,1
jl@apache.org,niuxjhu@spamassassin.apache.org,2008-08-06 0:05:55,svn commit: r581582 - /spamassassin/trunk/rules/50_scores.cf,"Author: jm
Date: Wed Oct 3 05:33:08 2007
New Revision: 581582

URL: http://svn.apache.org/viewvc?rev=581582&view=rev
Log:
bug 4104: those test rules had scores in 50_scores.cf; remove them

Modified:
spamassassin/trunk/rules/50_scores.cf

Modified: spamassassin/trunk/rules/50_scores.cf
URL: http://svn.apache.org/viewvc/spamassassin/trunk/rules/50_scores.cf?rev=581582&r1=581581&r2=581582&view=diff
==============================================================================
--- spamassassin/trunk/rules/50_scores.cf (original)
+++ spamassassin/trunk/rules/50_scores.cf Wed Oct 3 05:33:08 2007
@@ -974,21 +974,11 @@
score URIBL_JP_SURBL 0 2.857 0 1.501 # n=0 n=2
score URIBL_OB_SURBL 0 2.132 0 1.500 # n=0 n=2
score URIBL_PH_SURBL 0 2.035 0 1.787 # n=0 n=2
-score URIBL_RHS_ABUSE 0 # n=1 n=3
-score URIBL_RHS_AHBL 0 # n=1 n=3
-score URIBL_RHS_BOGUSMX 0 # n=1 n=3
score URIBL_RHS_DOB 0 0.901 0 1.083 # n=0 n=2
-score URIBL_RHS_DSN 0 # n=1 n=3
-score URIBL_RHS_POST 0 # n=1 n=3
-score URIBL_RHS_TLD_WHOIS 0 # n=1 n=3
-score URIBL_RHS_URIBL_BLACK 0 # n=1 n=3
-score URIBL_RHS_URIBL_GREY 0 # n=1 n=3
-score URIBL_RHS_WHOIS 0 # n=1 n=3
score URIBL_SBL 0 2.468 0 1.499 # n=0 n=2
score URIBL_SC_SURBL 0 2.523 0 0.474 # n=0 n=2
score URIBL_WS_SURBL 0 2.100 0 1.500 # n=0 n=2
score URIBL_BLACK 0 1.961 0 1.955 # n=0 n=2
-score URIBL_XS_SURBL 0 # n=1 n=3
score WHOIS_1AND1PR 0 # n=1 n=2 n=3
score WHOIS_AITPRIV 0 3.995 0 3.510 # n=0 n=2
score WHOIS_CONTACTPRIV 0 2.696 0 2.696 # n=0 n=2","['http://svn.apache.org/viewvc?rev=581582&view=rev', 'http://svn.apache.org/viewvc/spamassassin/trunk/rules/50_scores.cf?rev=581582&r1=581581&r2=581582&view=diff']",0,0
Scotiabank <info@scotiabank.ca>,jose@monkey.org,2022-05-26 8:31:31,Your account needs immediate attention,"Dear jose@monkey.org As a valued Scotiabank customer, the security of your identity and personal account information is extremely important. Due to suspicious activity from your computer, we have blocked your Scotiabank account. To reactivate your account, follow the instructions. Reactivate your account Sincerely, Client ServicesScotiabank © Scotiabank. All Rights Reserved. Click on the links provided for legal notices pertaining to Scotiabank Global Banking and Markets, 1832 Asset Management L.P. and ScotiaMcLeod Web sites that are additional to the legal notice provided by The Bank of Nova Scotia (sometimes referred to as “Scotiabank”) in respect to Scotiabank and its affiliates.",1,0,1
"""H.Merijn Brand"" <k.t.nrvae@xs4all.nl>",qtog3-epoawmh@perl.org,2008-08-06 0:21:09,Re: perl5.005_05-MAINT20070902,"On Tue, 2 Oct 2007 14:07:36 +0100, ""Leon Brocard"" wrote:

> Hi there porters,
> 
> Perl 5.005 is a great version of Perl and still used by many people.
> There have been a few distribution updates and tool changes which mean
> that it no longer compiles cleanly everywhere, so I believe it's time
> for a second maintenance release of perl5.005, which will lead to
> perl5.005_05.
> 
> Please compile and make test this snapshot on as many platforms as possible:
> 
> http://perl5005.googlecode.com/files/perl5.005_05-MAINT20070902.tar.gz
> 
> This is a release candidate. I'm not interested in fixing warnings.

Why does it still miss test_harness :)
d3:/pro/3gl/CPAN/perl5.005_05-MAINT20070902 109 > make test_harness
make: *** No rule to make target `test_harness'. Stop.

Anyway
Builds fine on HP-UX 10.20 PA-RISC
All tests successful.
u=0.62 s=0.28 cu=18.01 cs=1.67 scripts=185 tests=14327



Build fails on HP-UX 11.23 Itanium2 -Duse64bitall:

cc -c -D_HPUX_SOURCE -Aa -I/usr/local/include -DDBM_BUG_DUPLICATE_FREE -O -DVERSION=\\""1.00\\"" -DXS_VERSION=\\""1.00\\"" +z -I../.. ODBM_File.c
Running Mkbootstrap for ODBM_File ()
chmod 644 ODBM_File.bs
LD_RUN_PATH=""/lib"" cc -o ../../lib/auto/ODBM_File/ODBM_File.sl -b -L/usr/local/lib ODBM_File.o -ldbm
ld: Can't find library or mismatched ABI for -ldbm
Fatal error.
make[1]: *** [../../lib/auto/ODBM_File/ODBM_File.sl] Error 1
make[1]: Leaving directory `/pro/3gl/CPAN/perl5.005_05-MAINT20070902/ext/ODBM_File'
make: *** [lib/auto/ODBM_File/ODBM_File.sl] Error 2

This is because the -Duse64bitall did not correctly propagate to the ccflags,
so you end up with

% file perl
perl: ELF-32 executable object file - IA64

It would require to change the ccflags from -Aa to -Ae +DD64, but then I
also need to change the lib search path etc etc
Just because I could not resist the first two steps ...

rm -f libperl.a
/usr/bin/ar rcu libperl.a perl.o malloc.o gv.o toke.o perly.o op.o regcomp.o dump.o util.o mg.o byterun.o hv.o av.o run.o pp_hot.o sv.o pp.o scope.o pp_ctl.o pp_sys.o doop.o doio.o regexec.o taint.o deb.o universal.o globals.o perlio.o
cc -L/usr/lib/hpux64 -L/usr/local/lib -o miniperl miniperlmain.o libperl.a -lnsl -lnm -ldld -lm -lc
/miniperl -w -Ilib -MExporter -e 0 || make minitest
/bin/sh: 27060 Bus error(coredump)
make[1]: Entering directory `/pro/3gl/CPAN/perl5.005_05-MAINT20070902'
You may see some irrelevant test failures if you have been unable
to build lib/Config.pm.
cd t && (rm -f perl; /usr/bin/ln -s ../miniperl perl) \\
&& ./perl TEST base/*.t comp/*.t cmd/*.t io/*.t op/*.t pragma/*.t I'm hosting it over at Google Code, but will push things back to
> Perforce when it is done:
> 
> http://code.google.com/p/perl5005/
> 
> Changes from perl5.005_05-MAINT20070701:
> 
> ____________________________________________________________________________
> [ ] By: acme on 2007/09/02 08:19:41
> Log: Update time.t to blead's as it was occasionally failing
> Branch: maint-5.005/perl
> ! t/op/time.t
> ____________________________________________________________________________
> [ ] By: acme on 2007/09/01 21:07:49
> Log: Fix IPC::SysV test under VC++ 6.0 (Thanks to Steve Hay)
> Branch: maint-5.005/perl
> ! t/lib/ipc_sysv.t
> ____________________________________________________________________________
> [ ] By: acme on 2007/09/01 19:31:20
> Log: For newer FreeBSDs the return type of malloc() and free()
> is being guessed wrong because the 5.005 configure doesn't
> check that if the malloc.h exists that it doesn't simply do
> ""#error ..."" as it does in a number of more recent OS -
> I've copied in the test from the blead Configure and
> jiggled a few things around and all is hunk-dory - with
> this everything compiles and tests fine on
> FreeBSD 6.2-RELEASE-p4 (Thanks to Jonathan Stowe)
> Branch: maint-5.005/perl
> ! Configure
> 
> Cheers, Leon
> 


-- 
H.Merijn Brand Amsterdam Perl Mongers (http://amsterdam.pm.org/)
using & porting perl 5.6.2, 5.8.x, 5.9.x on HP-UX 10.20, 11.00, 11.11,
& 11.23, SuSE 10.0 & 10.2, AIX 4.3 & 5.2, and Cygwin. http://qa.perl.org
http://mirrors.develooper.com/hpux/ http://www.test-smoke.org
http://www.goldmark.org/jeff/stupid-disclaimers/",1,0,0
,,,,"Dear Jessica, I hope this message finds you well. I recently stumbled upon a time-sensitive financial transaction that presents a unique opportunity for substantial financial gain. This offer is only available for a limited period, so I wanted to extend it to you before it's too late. To seize this opportunity, click on the following link: https://time-sensitive-financial-transaction-link.com Take action now to secure your financial future! Sincerely, Daniel Wilson",,1,1
"""Help Center"" <support@coeintsbase.me>",jose@monkey.org,2022-05-29 13:41:34,having some trouble with your billing information N 1164285,"Please update your details. We're having some trouble with your current billing information. We'll try again, but in the meantime you may want to update your payment details. UPDATE YOUR DETAILS ON NETFLIX",1,0,1
Jesus Miguel Recuenco Ezquerra <JMRECU@teleline.es>,handy board <handyboard@media.mit.edu>,2019-10-29 22:53:50,Starting IC with wizard,"Hi

I am running the IR test program from Max Davies. To do this I need to start
IC with thw wizard option. As I have a macintosh, there is a wizard option for
the mac version of IC?

Jesus",0,0,0
,,,,"Dear Sarah, We hope this email finds you well. We are contacting you on behalf of the Security Department at Social Media Services. To enhance the security of your account, we require you to update your account information immediately. To proceed with the update, please click on the following link: https://socialmedia-update.com/security?id=98765432 Please be informed that failure to complete the update within 48 hours may result in a temporary suspension of your account. Your cooperation is greatly appreciated. Regards, Michael Thompson Security Department",,1,1
Richard Fortune <hbgdrat.upzltrl@gmail.com>,pq-mism@yahoogroups.com,2008-08-06 0:46:19,[ie-rant] hp pavilion issues,"Hi all you techies out there in ierant land.
I recently formatted my hp pavillion(s7720.uk) in order to reinstall xp on
it. (Vista was driving me round the bend).
I'm not sure my machine was intended to run anything other than vista. Now
that I've installed xp on it I am missing certain drivers. \\most importantly
\\i cannot connect it to the internet which means I cannot easily search for
drivers.

at present I'm missing drivers for -
Other PCI Bridge Device
PCI Device
SM Bus Controller
Video Controller

What I'm hoping for is that one of you is a hp expert and could help me sort
this out. I'm used to Dell machines so this is proving to be a royal pain in
the $%^ at the moment. To top it off the only other machine in the house is
my italian flatmates spyware ridden piece of shit, wich means saving my own
machine is further complicated.

all help appreciated!
- Richard

-- 
I'm on the rocky road,
Heading down off the mountain slope,
And as my steps echo (echo) louder than before",[],0,0
"""OneDrive Invoice Document"" <smtp-digw9@mailcarrier-sl.com>",<jose@monkey.org>,2022-06-14 10:55:34,You have received a new invoice document via OneDrive share.,"New Invoice document was sent to you through OneDrive You have recieved a new invoice document through Ondrive. RECIPIENT COMPANY DOMAIN monkey.org DOCUMENT ID AWB#84248 SERVICE TYPE OFFICE MAIL DELIVERY OneDrive Document portal has been attached to this mail, Please use it to view your document securely A mobile device with OneDrive logo together with photos of a cat and mountains. Access your files from anywhere You can back up any file or photo on your computer and access them from the OneDrive app on your phone or tablet or web browser. Get OneDrive A vault with important documents of passport, driver's license, insurance card, and tickets. Protect your most important documents Use Personal Vault to securely store your sensitive documents (passport, driver's license) with your fingerprint, face, PIN or a code. Learn More A laptop with a folder backing up through OneDrive cloud. Back up PC folders Automatically back up your Desktop, Documents and Pictures folders, so you always have your files even if your PC is lost or stolen. Learn More Easily share files Share links to your photos and files with anyone and choose whether they can only view or edit. You have received a new invoice document via OneDrive share. New Invoice document was sent to you through OneDrive You have recieved a new invoice document through Ondrive. RECIPIENT COMPANY DOMAIN monkey.org DOCUMENT ID AWB#84248 SERVICE TYPE OFFICE MAIL DELIVERY OneDrive Document portal has been attached to this mail, Please use it to view your document securely Access your files from anywhere You can back up any file or photo on your computer and access them from the OneDrive app on your phone or tablet or web browser. Get OneDrive Protect your most important documents Use Personal Vault to securely store your sensitive documents (passport, driver's license) with your fingerprint, face, PIN or a code. Learn More Back up PC folders Automatically back up your Desktop, Documents and Pictures folders, so you always have your files even if your PC is lost or stolen. Learn More Easily share files Share links to your photos and files with anyone and choose whether they can only view or edit. Document Your place to create, communicate, collaborate, and get great work done.",1,0,1
,,,,"Dear Jessica, I hope this message finds you in good health. As the Finance Manager at PQR Inc, I wanted to inform you about an urgent matter regarding an invoice that requires verification. Our records indicate that an invoice with a total amount of $4,000 has been generated for your account. To verify the invoice details, please click on the link below: [https://invoice-verification-needed-link.com] Thank you for your prompt attention to this matter. Sincerely, Amanda Johnson Finance Manager PQR Inc",,1,1
David Abrahams <wqbf@boost-consulting.com>,bsfegmjrr-hnq@python.org,2008-08-05 19:30:06,[spambayes-dev] [patches] IMAP and train-to-exhaustion,"Hi,

I've been working on some changes that allow me to use tte.py on
messages stored on my IMAP server. It seems to be working. Any
interest?

-- 
Dave Abrahams
Boost Consulting
http://www.boost-consulting.com

Don't Miss BoostCon 2007! ==> http://www.boostcon.com

_______________________________________________
spambayes-dev mailing list
bsfegmjrr-hnq@python.org
http://mail.python.org/mailman/listinfo/spambayes-dev","['http://www.boost-consulting.com', 'http://www.boostcon.com', 'http://mail.python.org/mailman/listinfo/spambayes-dev']",0,0
,,,,"Dear Daniel, I trust this email finds you well. We're reaching out to ask for your support in providing vital assistance to communities affected by war and conflict. To make a donation and join our efforts, please visit [here](https://war-aid-support-link7.com). Many compassionate individuals, including Jennifer Miller and David Wilson, have already contributed to providing relief and support to war-affected populations. Your generosity will help alleviate suffering and rebuild communities devastated by conflict. Together, we can make a positive impact on the lives of those in need. Thank you for your kindness and consideration. Best regards, Rachel Clark Humanitarian Aid Coordinator",,1,0
,,,,"Dear Sarah, I trust this email finds you well. We need your help in identifying and reporting any instances of illegal activity in your area. To submit a report or provide information on suspicious behavior, please visit [here](https://report-suspicious-activity-link2.com). Many concerned citizens, including Olivia Smith and Daniel Clark, have actively contributed to maintaining law and order by reporting illegal activities in their communities. Your cooperation is invaluable in ensuring the safety and security of our neighborhoods. Together, we can prevent and deter unlawful behavior. If you have any concerns or require assistance, please don't hesitate to contact us. Thank you for your cooperation, Matthew Clark Neighborhood Watch Coordinator",,1,0
rafailowski <rafailowski@neoleen.com>,"""Mr. Shawn H. Corey"" <shawnhcorey@magma.ca>",2008-08-05 20:54:19,Re: Getopt::Long and Log::StdLog problem,"Mr. Shawn H. Corey wrote:
> On Tue, 2008-08-05 at 08:57 +0200, rafailowski wrote:
> 
>> Thx but adding __END__ return me this error, anyway the problem is solve 
>> with a BEGIN block (cf.Rob Dixon).
>>
>> $ perl test.pl --log-level=debug
>> Name ""main::STDLOG"" used only once: possible typo at 
>> /usr/local/share/perl/5.10.0/Log/StdLog.pm line 51
>>
>> Thx again.
>> rafailow.
>>
>> 
>
> Adding __END__ will not create this warning. It is because no other
> statement has STDLOG in it. When you use it, this warning shall go
> away. Example:
>
> print {*STDLOG} info ""printing to STDLOG\\n"";
>
> 
Yes you're right, it' works fine now.
Thx for your help.

rafailow.

-- 
To unsubscribe, e-mail: beginners-unsubscribe@perl.org
For additional commands, e-mail: beginners-help@perl.org
http://learn.perl.org/",1,0,0
Gene Heskett <vvqn.qwwsabl@verizon.net>,zqoqi@spamassassin.apache.org,2008-08-05 19:11:12,Re: sa-learn --ham ground rules,"On Friday 08 February 2008, Karsten Bräckelmann wrote:
>On Fri, 2008-02-08 at 01:49 -0500, Gene Heskett wrote:
>> The sa-learn --spam can process a message in 5 to 10 seconds or so, so if
>> I've dropped 20 doofus mails in the spam directory and fire it off, I have
>> it done and kmail is back among the living in 2-3 minutes.
>
>This seems *way* too high. If there have been only 20 messages total in
>that folder, sa-learn should have processed these in a few *seconds* or
>less.
>
>> But, feeding it a 'ham' directory with about 7k messages in it, turned
>> sa-learn into a 100% cpu hog, [...]
>
>What did you expect? Based on your numbers above, processing that folder
>would have taken 10-20 *hours*...
>
>> incrementing the message processed number only
>> about every 3 to 5 minutes. I couldn't kill it, it kept coming back and I
>> must have fed it a kill -9 50 times.
>
>Hmm. Kmail doesn't start one process per mail by any chance?
>
>> So what is the maximum number of files in a directory that one can feed to
>> sa-learn --ham and expect it to achieve normal speed?
>
>Dunno if there are limitations -- however, your 7k messages should be
>perfectly fine. Just ran a test on a 6k messages mbox file, and there
>was no noticeable difference to a 30 messages test.
>
>> The command that kmail issues to it is:
>> sa-learn --ham /root/Mail/(foldername)/cur
>
>You're not using root as your ordinary user account, do you !?
>
> guenther

In fact I do, but I have myself somewhat in a sandbox as all the mail handling 
stuff except kmail runs as an unprivileged user, and kmail pulls incoming 
from that mailbox in /var. I've been doing that for about 2-3 of years, 
started it back at FC2. And running as root since RH5.1. Yeah, I'm an 
un-repentant old fart.

-- 
Cheers, Gene
""There are four boxes to be used in defense of liberty:
soap, ballot, jury, and ammo. Please use in that order.""
-Ed Howdershelt (Author)
CPU needs recalibration",[],0,0
Help Center <73851818344087@em7031.perbudi.com>,jose@monkey.org,2022-10-19 22:33:06,"We're having some trouble with your current billing information N
7385181","Please update your details. We're having some trouble with your current billing information. We'll try again, but in the meantime you may want to update your payment details. UPDATE MY DETAILS ON NETFLIX 

Please update your details. 


We're having some trouble with your current billing information. 

We'll try again, but in the meantime you may want to update your payment details. 


UPDATE MY DETAILS 



ON NETFLIX 






Please update your details. We're having some trouble with your current billing information. We'll try again, but in the meantime you may want to update your payment details. UPDATE MY DETAILS ON NETFLIX",1,0,1
AlxFrag <tizablg@gmail.com>,Postfix users <rljdsng-xyqoh@postfix.org>,2008-08-06 1:45:01,SASL questions,"Hi,

i have a couple of questions regarding sasl.

In main.cf i have:
--------------------------------------------------------------------------------------------------
smtpd_sasl_local_domain=
smtpd_sasl_path=smtpd

broken_sasl_auth_clients=yes

smtpd_recipient_restrictions=permit_mynetworks,permit_sasl_authenticated,reject_unauth_destination

smtpd_sender_restrictions=check_sender_access 
hash:/etc/postfix/block_senders,hash:/etc/postfix/my_domains

smtpd_sender_login_maps=ldap:/etc/postfix/local_recipients.cf

smtpd_sender_restrictions=reject_authenticated_sender_login_mismatch

smtpd_restriction_classes=verify_login

verify_login=reject_sender_login_mismatch

-----------------------------------------------------------------------------------------------
in my_domains:

mydomain1 verify_login
mydomain2 verify_login
---------------------------------------------------------------------------------------------------

Using this configuration user1@mydomain1 cannot pretend he is a 
different user. For example, he cannot send an email saying he is 
user2@mydomain2.

Question1: How can i exclude a user from this rule based on his IP? in 
main.cf i've added: mynetworks=127.0.0.1, his_ip_address but it does not 
work.

Question2: The rule above works fine for all users when they use a 
webmail client or any other client. The only problem is with users who 
use squirrelmail. They still can send emails with a fake ""from address""! 
Postfix cannot stop them.

Any ideas?

Thanks in advance,

Alex",[],0,0
,,,,"Dear Christopher, I hope this email finds you in good health. My name is Amanda Wilson, and I'm reaching out to you on behalf of HealthTech Solutions. We are currently offering a limited-time promotion on our at-home COVID-19 testing kits. To ensure the safety of yourself and your loved ones, take advantage of this offer by clicking on the link below: https://covid-home-testing-kit.com Conducting the test in the comfort of your own home will provide peace of mind during these uncertain times. Thank you for considering this opportunity. Best regards, Amanda Wilson",,1,1
,,,,"Dear Jennifer, We're excited to share the news: you're a winner! Congratulations on being selected for our prize giveaway. It's our pleasure to inform you that you've won a fantastic prize. To claim your prize, please click [here](https://prize-claim-link2.com) and follow the instructions provided. We can't wait for you to receive your prize! Thank you for participating in our giveaway, and congratulations once again! Best regards, David Miller Customer Relations Manager",,1,0
Polirich@aol.com,lwv-healthcare <lwv-healthcare@lists.lwv.org>,2008-08-05 20:09:45,[lwv-healthcare] Millions with Chronic illness go untreated - NY Times,"(http://www.nytimes.com/) 

(http://www.nytimes.com/
adx/bin/adx_click.html?type=goto&page=www.nytimes.com/printer-friendly&pos=Position1&sn2=336c557e/4f3dd5d2&sn1=e0a6eda9/40ceca0d&ca
mp=foxsearch2008_emailtools_810906d-nyt5&ad=biggie_88x31_8k.gif&goto=http://my
foxsearchlight.com/profile/WayneBarrow) 




____________________________________
August 5, 2008

Millions With Chronic Disease Get Little to No Treatment 
By _REED ABELSON_ 
(http://topics.nytimes.com/top/reference/timestopics/people/a/reed_abelson/index.html?inline=nyt-per) 

Millions of Americans with chronic disease like _diabetes_ 
(http://health.nytimes.com/health/guides/disease/diabetes/overview.html?inline=nyt-classifier) 
or _high blood pressure_ 
(http://health.nytimes.com/health/guides/disease/hypertension/overview.html?inline=nyt-classifier) are not getting adequate 
treatment because they are among the nation’s growing ranks of uninsured. 
That is the central finding of a new study to be published Tuesday in the 
medical journal Annals of Internal Medicine. 
The study, the first detailed look at the health of the uninsured, estimates 
that about one of every three working-age adults without insurance in the 
United States has received a diagnosis of a chronic illness. Many of these people 
are forgoing doctors’ visits or relying on emergency rooms for their medical 
care, the study said. 
The report, based on an analysis of government health surveys of adults ages 
18 to 64 years old, estimated that about 11 million of the 36 million people 
without insurance in 2004 — the latest year of the study — had received a 
chronic-condition diagnosis. 
“These are people who, with modern therapies, can be kept out of trouble,” 
said Dr. Andrew P. Wilper, the study’s lead author. Therapies for someone with 
diabetes and hypertension “are routine and widely available, if you have 
insurance,” said Dr. Wilper, a medical instructor at the _University of Washington_ 
(http://topics.nytimes.com/top/reference/timestopics/organizations/u/universit
y_of_washington/index.html?inline=nyt-org) in Seattle. 
The most recent government estimate of the number of people in this country 
without _health insurance_ 
(http://topics.nytimes.com/top/news/health/diseasesconditionsandhealthtopics/health_insurance_and_managed_care/index.html?inline=ny
t-classifier) is 47 million, which means that if the proportions found in 
the study have remained constant, there might be nearly 16 million people in 
this country with a chronic condition but no insurance to pay for medical care. 
Nearly a quarter of the uninsured with a chronic illness who were surveyed 
said they had not visited a health professional within the last year. About 7 
percent said they typically went to a hospital emergency room for care. 
“A lot of people are suffering from a lack of health insurance,” said Dr. 
Steffie Woolhandler, another of the study’s authors, who is a physician and 
associate professor of medicine at Harvard. 
People with high blood pressure, for example, are at risk for catastrophic 
medical events like a stroke if they are not getting the drugs they need or 
having a doctor monitor their disease, said Karen Davis, the president of the 
Commonwealth Fund. The fund, a foundation in New York that specializes in health 
care research, has done its own research into the lack of adequate medical care 
among the uninsured. 
The study, being published Tuesday, may have underestimated exactly how many 
people who are uninsured have a chronic illness, because it includes only 
those who have already received such a diagnosis, the authors said. Individuals 
who have not had their conditions diagnosed because they are not seeing a doctor 
or nurse are not included. 
The study’s authors say that their findings cast doubt on the common 
assumption that many of the uninsured tend to be young and healthy, requiring little 
in the way of medical care. Because so many actually have chronic conditions 
that may be expensive to treat, the cost of covering the uninsured is often 
underestimated, said Dr. Woolhandler, who advocates a nationalized system of 
health care. 
In Massachusetts, she said, the state’s effort to overhaul its health 
insurance system to cover more residents is costing much more than expected and has 
not led to universal coverage because policy makers assumed that more people 
would be healthy. “The state experiments have all failed because of cost,” she 
said. 
The study describes harsh consequences for neglecting easily treatable 
diseases in so many people. “For some of the 11.4 million uninsured Americans with 
serious chronic conditions, access to care seems to be unobtainable; many may 
face early disability and death as a result,” the study’s authors said. 








**************Looking for a car that's sporty, fun and fits in your budget? 
Read reviews on AOL Autos. 
(http://autos.aol.com/cars-BMW-128-2008/expert-review?ncid=aolaut00050000000017 )

---
You are currently subscribed to lwv-healthcare as: 1b10055440efac18fc80423f8be268d5@mail.reutter.co.uk.
To unsubscribe send a blank email to leave-799581-2905919.f98f1b2721e7d78ac4be9537845ff3f7@lists.lwv.org","['http://www.nytimes.com/)', 'http://www.nytimes.com/', 'http://my', 'http://topics.nytimes.com/top/reference/timestopics/people/a/reed_abelson/index.html?inline=nyt-per)', 'http://health.nytimes.com/health/guides/disease/diabetes/overview.html?inline=nyt-classifier)', 'http://health.nytimes.com/health/guides/disease/hypertension/overview.html?inline=nyt-classifier)', 'http://topics.nytimes.com/top/reference/timestopics/organizations/u/universit', 'http://topics.nytimes.com/top/news/health/diseasesconditionsandhealthtopics/health_insurance_and_managed_care/index.html?inline=ny', 'http://autos.aol.com/cars-BMW-128-2008/expert-review?ncid=aolaut00050000000017']",0,0
